entity_id,entity_type,timestamp,source_ip,geo_location,resource_accessed,auth_method,session_duration,command_sequence,device_fingerprint,label
SVC-0129,service_account,2024-01-16T10:18:11,201.43.200.218,AP-South,/api/configs,password,0.14,"login_fail,login_fail,login_fail,login_fail,login_fail,login_fail,login_fail,login_fail,login_fail,login_fail,login_fail,login_fail,login_fail,login_fail,login_fail,login_fail,login_fail,login_fail,login_fail,login_fail,login_fail,login_fail,login_fail,login_fail",Windows-11/22H2|4d:1f:e6:34:af:2b,brute_force
SVC-0094,service_account,2024-01-16T10:19:15,161.49.20.80,EU-West,/api/audit,token,58.61,"login,read,read,logout",Ubuntu-22.04/x86_64|75:b4:70:61:80:46,normal
SVC-0030,service_account,2024-01-16T10:24:08,42.226.218.144,US-West,/api/admin,biometric,78.09,"connect,heartbeat,disconnect",ChromeOS-120/x86_64|8d:16:01:aa:42:86,normal
USR-0099,user,2024-01-16T10:28:10,10.155.252.30,US-West,/ssh/connect,biometric,99.72,"login,search,view,logout",Ubuntu-22.04/x86_64|ed:9a:d1:3b:47:17,normal
USR-0133,user,2024-01-16T10:33:00,47.109.174.243,EU-West,/api/configs,token,87.98,"login,view,logout",FW-EdgeOS-3.1|2f:d8:b9:09:b9:9e,normal
USR-0198,user,2024-01-16T10:34:12,47.69.215.96,AF-South,/api/health,password,4.81,"login,view,logout",iOS-17.2/ARM64|1e:23:f1:10:92:d1,normal
SVC-0079,service_account,2024-01-16T10:34:17,179.248.62.8,SA-East,/network/firewall,sso,6.63,"connect,heartbeat,disconnect",IoT-RTOS-2.4|1a:68:88:43:93:e0,normal
SVC-0052,service_account,2024-01-16T10:35:00,84.108.232.84,US-West,/network/vpn,token,83.89,"login,read,read,logout",RHEL-9.3/x86_64|45:ec:5d:19:85:c2,normal
USR-0089,user,2024-01-16T10:40:08,111.74.125.136,AP-East,/api/configs,password,79.22,"login,read,read,logout",ChromeOS-120/x86_64|17:a6:1c:96:b7:bf,normal
DEV-0117,edge_device,2024-01-16T10:51:35,173.41.139.114,ME-Central,/db/write,token,22.94,"login,upload,verify,logout",Windows-11/22H2|a6:2b:1a:4f:50:19,normal
DEV-0041,edge_device,2024-01-16T11:05:07,204.86.43.73,AP-South,/network/vpn,certificate,8.59,"login,read,read,logout",Windows-11/22H2|a4:ee:e2:e2:6d:f2,normal
DEV-0192,edge_device,2024-01-16T11:05:30,177.60.151.95,AP-South,/network/vpn,password,20.58,"login,upload,verify,logout",Android-14/ARM64|3c:ee:9d:51:cf:9f,normal
DEV-0154,edge_device,2024-01-16T11:18:46,93.196.16.155,US-West,/api/configs,biometric,90.86,"login,upload,verify,logout",Ubuntu-22.04/x86_64|e0:11:40:22:78:bb,normal
DEV-0040,edge_device,2024-01-16T11:20:36,74.107.220.202,US-East,/api/logs,sso,107.91,"connect,heartbeat,disconnect",Android-14/ARM64|c2:59:9a:cf:00:9b,normal
USR-0033,user,2024-01-16T11:21:09,201.210.127.69,CA-Central,/api/data-export,token,45.0,"login,read,read,logout",iOS-17.2/ARM64|53:5a:d3:0c:5b:aa,normal
DEV-0044,edge_device,2024-01-16T11:23:13,13.127.62.117,CA-Central,/api/settings,sso,13.96,"login,read,read,logout",Windows-11/22H2|02:36:d9:70:5a:ed,normal
SVC-0053,service_account,2024-01-16T11:23:46,5.26.179.58,EU-Central,/api/reports,token,20.15,"login,upload,verify,logout",ChromeOS-120/x86_64|c2:8e:d7:81:29:f0,normal
DEV-0041,edge_device,2024-01-16T11:28:56,204.86.43.73,AP-South,/storage/upload,certificate,6.64,"login,upload,verify,logout",Windows-11/22H2|a4:ee:e2:e2:6d:f2,normal
SVC-0098,service_account,2024-01-16T11:32:57,7.167.113.166,ME-Central,/db/read,biometric,7.21,"login,upload,verify,logout",ChromeOS-120/x86_64|86:c3:be:37:77:f1,normal
USR-0065,user,2024-01-16T11:34:13,59.184.91.78,AF-South,/api/health,token,22.17,"connect,heartbeat,disconnect",macOS-14.2/ARM64|f7:8d:90:33:63:97,normal
DEV-0137,edge_device,2024-01-16T11:45:49,210.102.70.224,US-East,/db/write,certificate,11.3,"login,view,logout",ChromeOS-120/x86_64|e1:ec:90:c3:d6:52,normal
SVC-0128,service_account,2024-01-16T11:55:43,116.96.164.155,AP-East,/storage/upload,certificate,86.99,"login,upload,verify,logout",FW-EdgeOS-3.1|92:27:2e:c4:ec:15,normal
DEV-0160,edge_device,2024-01-16T12:05:44,135.210.209.211,AP-South,/db/admin,certificate,42.3,"login,escalate,view,modify,logout",Ubuntu-22.04/x86_64|42:2c:21:9e:cb:f5,insider_drift
DEV-0021,edge_device,2024-01-16T12:08:02,124.109.205.232,US-East,/ssh/connect,token,7.41,"login,search,view,logout",Windows-11/22H2|07:2f:79:55:d0:f8,normal
USR-0133,user,2024-01-16T12:16:18,47.109.174.243,EU-West,/api/logs,token,76.62,"login,upload,verify,logout",FW-EdgeOS-3.1|2f:d8:b9:09:b9:9e,normal
DEV-0127,edge_device,2024-01-16T12:32:32,119.231.19.15,US-West,/api/admin,password,8.93,"login,read,read,logout",macOS-14.2/ARM64|9b:8c:1c:b4:25:9e,normal
SVC-0105,service_account,2024-01-16T12:32:42,203.121.165.5,ME-Central,/ssh/connect,biometric,52.3,"login,search,view,logout",iOS-17.2/ARM64|59:38:0d:43:07:b7,normal
USR-0112,user,2024-01-16T12:41:30,91.216.26.248,EU-Central,/network/firewall,password,84.12,"login,upload,verify,logout",iOS-17.2/ARM64|be:42:1e:a8:3e:d2,normal
SVC-0004,service_account,2024-01-16T12:42:59,170.116.148.253,US-East,/db/admin,sso,84.45,"login,upload,verify,logout",ChromeOS-120/x86_64|28:96:b9:62:23:17,normal
USR-0112,user,2024-01-16T12:49:51,91.216.26.248,EU-Central,/db/read,password,78.15,"connect,heartbeat,disconnect",iOS-17.2/ARM64|be:42:1e:a8:3e:d2,normal
USR-0112,user,2024-01-16T12:51:32,91.216.26.248,EU-Central,/network/firewall,password,81.52,"login,read,read,logout",iOS-17.2/ARM64|be:42:1e:a8:3e:d2,normal
DEV-0127,edge_device,2024-01-16T12:54:43,119.231.19.15,US-West,/api/configs,password,9.3,"login,view,logout",macOS-14.2/ARM64|9b:8c:1c:b4:25:9e,normal
DEV-0194,edge_device,2024-01-16T12:56:55,20.57.31.213,ME-Central,/ssh/connect,biometric,34.72,"login,view,logout",Ubuntu-22.04/x86_64|f1:6f:7e:29:e4:b9,normal
SVC-0190,service_account,2024-01-16T13:14:08,83.127.3.67,US-West,/api/settings,certificate,66.78,"connect,heartbeat,disconnect",macOS-14.2/ARM64|2c:cd:30:5e:47:f4,normal
SVC-0030,service_account,2024-01-16T13:20:41,42.226.218.144,US-West,/api/data-export,biometric,80.58,"login,view,logout",ChromeOS-120/x86_64|8d:16:01:aa:42:86,normal
DEV-0000,edge_device,2024-01-16T14:01:29,189.52.44.152,EU-West,/api/tokens,biometric,41.49,"login,read,read,logout",iOS-17.2/ARM64|39:0c:8c:7d:72:47,normal
DEV-0008,edge_device,2024-01-16T14:14:06,64.134.219.230,EU-West,/network/firewall,biometric,98.23,"login,upload,verify,logout",Windows-11/22H2|ff:ca:ea:49:87:47,normal
DEV-0042,edge_device,2024-01-16T14:26:16,38.12.23.63,SA-East,/api/admin,certificate,33.62,"connect,heartbeat,disconnect",ChromeOS-120/x86_64|ab:2f:78:9e:73:65,normal
USR-0046,user,2024-01-16T15:01:55,183.146.120.70,AP-East,/db/admin,password,49.13,"connect,heartbeat,disconnect",RHEL-9.3/x86_64|8d:f8:7a:8c:e1:27,normal
SVC-0185,service_account,2024-01-16T15:03:06,123.102.147.83,CA-Central,/ssh/connect,password,60.06,"login,read,read,logout",iOS-17.2/ARM64|33:46:02:50:d0:f3,normal
DEV-0008,edge_device,2024-01-16T15:21:22,64.134.219.230,EU-West,/api/settings,biometric,92.17,"connect,heartbeat,disconnect",Windows-11/22H2|ff:ca:ea:49:87:47,normal
SVC-0170,service_account,2024-01-16T15:26:46,130.234.123.56,AP-East,/api/deploy,sso,73.58,"login,search,view,logout",ChromeOS-120/x86_64|ff:9d:fe:0b:2e:c9,normal
USR-0063,user,2024-01-16T16:28:21,109.169.180.180,US-East,/api/settings,password,88.41,"login,read,read,logout",RHEL-9.3/x86_64|cf:7c:9c:bc:f2:b0,normal
USR-0069,user,2024-01-16T16:54:28,221.219.156.146,ME-Central,/storage/delete,sso,10.49,"connect,heartbeat,disconnect",iOS-17.2/ARM64|d5:73:c2:e6:e2:98,normal
USR-0068,user,2024-01-17T02:18:30,208.155.43.64,EU-West,/ssh/connect,biometric,65.04,"login,read,read,logout",IoT-RTOS-2.4|cd:fb:25:1b:4d:4c,normal
SVC-0164,service_account,2024-01-17T03:06:36,212.14.41.12,US-West,/api/data-export,password,58.9,"login,search,view,logout",Ubuntu-22.04/x86_64|2f:56:4e:57:ac:15,normal
DEV-0151,edge_device,2024-01-17T03:59:52,140.150.164.27,SA-East,/api/payments,sso,43.62,"login,search,view,logout",RHEL-9.3/x86_64|88:2a:d9:28:dc:5c,normal
USR-0068,user,2024-01-17T04:07:08,208.155.43.64,EU-West,/ssh/connect,biometric,74.0,"login,search,view,logout",IoT-RTOS-2.4|cd:fb:25:1b:4d:4c,normal
DEV-0116,edge_device,2024-01-17T04:15:37,88.80.189.80,EU-Central,/storage/download,biometric,60.8,"login,upload,verify,logout",Windows-11/22H2|0f:2e:6e:c0:d6:e8,normal
DEV-0142,edge_device,2024-01-17T04:27:53,141.216.56.199,AF-South,/api/data-export,certificate,1.62,"login,download,logout",Ubuntu-22.04/x86_64|02:28:09:83:6e:4c,low_and_slow_exfiltration
SVC-0043,service_account,2024-01-17T04:32:10,103.124.75.168,AP-East,/storage/download,certificate,75.22,"connect,heartbeat,disconnect",macOS-14.2/ARM64|25:e9:d4:63:c4:fd,normal
DEV-0091,edge_device,2024-01-17T04:41:05,174.80.37.114,AP-South,/storage/delete,biometric,13.46,"connect,heartbeat,disconnect",IoT-RTOS-2.4|82:eb:82:04:ee:93,normal
DEV-0083,edge_device,2024-01-17T04:52:59,86.193.233.239,US-West,/api/admin,certificate,131.8,"connect,heartbeat,disconnect",RHEL-9.3/x86_64|98:fa:4c:e4:f7:b0,normal
DEV-0019,edge_device,2024-01-17T05:03:25,64.98.97.138,US-East,/network/vpn,sso,100.58,"login,view,logout",ChromeOS-120/x86_64|1b:32:1f:ce:ad:37,normal
DEV-0012,edge_device,2024-01-17T05:15:52,96.82.0.154,SA-East,/api/tokens,biometric,31.97,"login,search,view,logout",macOS-14.2/ARM64|86:5b:36:98:65:4e,normal
SVC-0146,service_account,2024-01-17T05:36:43,188.53.170.35,CA-Central,/api/audit,token,122.93,"connect,heartbeat,disconnect",Windows-11/22H2|81:08:b6:22:b0:7b,normal
SVC-0146,service_account,2024-01-17T05:40:32,188.53.170.35,CA-Central,/api/admin,token,96.53,"login,view,logout",Windows-11/22H2|81:08:b6:22:b0:7b,normal
DEV-0091,edge_device,2024-01-17T05:44:56,174.80.37.114,AP-South,/api/audit,biometric,18.69,"login,upload,verify,logout",IoT-RTOS-2.4|82:eb:82:04:ee:93,normal
USR-0121,user,2024-01-17T05:48:26,112.9.235.236,US-West,/network/scan,token,11.52,"login,read,read,logout",iOS-17.2/ARM64|c2:75:b5:24:cb:15,normal
SVC-0084,service_account,2024-01-17T06:11:30,82.242.195.99,AP-East,/db/admin,sso,52.32,"login,search,view,logout",macOS-14.2/ARM64|60:7a:c4:77:d2:16,normal
DEV-0149,edge_device,2024-01-17T06:32:42,221.24.169.70,AP-South,/db/write,token,95.18,"login,search,view,logout",iOS-17.2/ARM64|f2:81:12:61:92:b6,normal
DEV-0009,edge_device,2024-01-17T06:38:38,194.24.56.40,EU-Central,/db/read,password,27.07,"login,read,read,logout",IoT-RTOS-2.4|cc:b9:70:46:fc:2e,normal
SVC-0095,service_account,2024-01-17T06:44:58,192.212.89.52,ME-Central,/api/payments,certificate,47.76,"login,search,view,logout",Ubuntu-22.04/x86_64|11:ba:43:2e:97:a7,normal
USR-0005,user,2024-01-17T06:46:15,42.189.181.54,SA-East,/network/vpn,biometric,50.88,"connect,heartbeat,disconnect",Ubuntu-22.04/x86_64|77:33:c2:8e:e8:ba,normal
DEV-0011,edge_device,2024-01-17T06:46:33,41.232.1.245,US-West,/api/users,biometric,21.35,"login,read,read,logout",Windows-11/22H2|3a:88:ae:39:96:de,normal
USR-0106,user,2024-01-17T06:46:55,122.229.185.132,US-West,/api/tokens,sso,71.46,"login,view,logout",RHEL-9.3/x86_64|87:1a:40:d7:3a:20,normal
SVC-0111,service_account,2024-01-17T06:47:42,213.43.47.111,AP-South,/api/payments,password,110.65,"connect,heartbeat,disconnect",Ubuntu-22.04/x86_64|82:bf:4e:f2:22:2e,normal
USR-0155,user,2024-01-17T06:48:08,136.187.203.81,US-West,/storage/download,biometric,63.43,"login,view,logout",Ubuntu-22.04/x86_64|e6:bd:be:e3:27:46,normal
USR-0022,user,2024-01-17T07:02:51,74.216.249.40,AP-South,/network/firewall,sso,108.64,"login,upload,verify,logout",RHEL-9.3/x86_64|54:c2:01:c7:87:e8,normal
SVC-0052,service_account,2024-01-17T07:05:11,84.108.232.84,US-West,/network/vpn,token,37.96,"login,read,read,logout",RHEL-9.3/x86_64|45:ec:5d:19:85:c2,normal
SVC-0079,service_account,2024-01-17T07:06:24,179.248.62.8,SA-East,/storage/delete,sso,4.7,"login,search,view,logout",IoT-RTOS-2.4|1a:68:88:43:93:e0,normal
DEV-0165,edge_device,2024-01-17T07:06:32,165.154.247.63,AP-South,/api/settings,certificate,72.98,"login,view,logout",IoT-RTOS-2.4|87:6b:d5:0f:fe:94,normal
SVC-0078,service_account,2024-01-17T07:13:32,49.185.255.161,EU-West,/api/audit,password,74.24,"login,search,view,logout",Android-14/ARM64|3b:ce:00:ec:d3:1b,normal
DEV-0037,edge_device,2024-01-17T07:14:53,148.97.130.12,AP-East,/db/write,sso,143.85,"connect,heartbeat,disconnect",macOS-14.2/ARM64|de:b0:a0:df:3b:c5,normal
SVC-0188,service_account,2024-01-17T07:16:51,85.83.234.166,EU-Central,/api/deploy,password,6.73,"login,upload,verify,logout",RHEL-9.3/x86_64|fc:44:ef:8b:62:39,normal
SVC-0182,service_account,2024-01-17T07:20:48,198.74.148.11,AF-South,/api/health,password,108.55,"connect,heartbeat,disconnect",macOS-14.2/ARM64|8c:93:3e:c2:ca:b0,normal
DEV-0123,edge_device,2024-01-17T07:21:26,112.205.40.102,AF-South,/ssh/connect,certificate,15.64,"login,upload,verify,logout",FW-EdgeOS-3.1|eb:b9:2d:df:36:7c,normal
DEV-0049,edge_device,2024-01-17T07:26:57,193.199.214.138,EU-West,/ssh/connect,token,19.74,"connect,heartbeat,disconnect",Ubuntu-22.04/x86_64|ae:fc:d4:ac:77:ab,device_spoofing
SVC-0090,service_account,2024-01-17T07:32:01,128.73.118.119,US-West,/api/logs,password,33.65,"login,upload,verify,logout",IoT-RTOS-2.4|5c:57:59:28:c3:7b,normal
SVC-0109,service_account,2024-01-17T07:40:24,204.58.110.111,US-West,/api/logs,sso,43.23,"login,upload,verify,logout",iOS-17.2/ARM64|a6:c3:96:e8:dc:32,normal
SVC-0078,service_account,2024-01-17T07:41:10,49.185.255.161,EU-West,/api/data-export,password,69.13,"login,read,read,logout",Android-14/ARM64|3b:ce:00:ec:d3:1b,normal
DEV-0011,edge_device,2024-01-17T07:53:23,41.232.1.245,US-West,/api/deploy,biometric,18.93,"login,upload,verify,logout",Windows-11/22H2|3a:88:ae:39:96:de,normal
SVC-0029,service_account,2024-01-17T07:59:01,217.26.47.163,AP-South,/network/firewall,certificate,17.61,"login,upload,verify,logout",macOS-14.2/ARM64|6b:af:68:87:fa:80,normal
DEV-0036,edge_device,2024-01-17T08:07:20,149.135.19.28,EU-West,/storage/upload,token,113.78,"login,search,view,logout",iOS-17.2/ARM64|cc:a9:0e:3b:85:5b,normal
USR-0034,user,2024-01-17T08:08:43,210.235.179.79,EU-Central,/api/health,token,101.78,"login,upload,verify,logout",Ubuntu-22.04/x86_64|37:c3:13:f0:71:66,normal
SVC-0124,service_account,2024-01-17T08:15:03,136.99.178.90,EU-Central,/api/payments,biometric,65.52,"login,search,view,logout",ChromeOS-120/x86_64|ad:71:aa:56:27:3a,normal
SVC-0110,service_account,2024-01-17T08:16:55,187.48.160.110,CA-Central,/network/firewall,sso,98.25,"connect,heartbeat,disconnect",ChromeOS-120/x86_64|74:d3:ad:e8:cc:d4,normal
DEV-0037,edge_device,2024-01-17T08:21:05,148.97.130.12,AF-South,/api/logs,sso,99.54,"connect,heartbeat,disconnect",macOS-14.2/ARM64|de:b0:a0:df:3b:c5,normal
SVC-0124,service_account,2024-01-17T08:21:11,136.99.178.90,EU-Central,/api/payments,biometric,64.2,"login,view,logout",ChromeOS-120/x86_64|ad:71:aa:56:27:3a,normal
DEV-0165,edge_device,2024-01-17T08:41:40,165.154.247.63,AP-South,/api/deploy,certificate,48.52,"login,search,view,logout",IoT-RTOS-2.4|87:6b:d5:0f:fe:94,normal
SVC-0078,service_account,2024-01-17T08:43:06,49.185.255.161,EU-West,/api/data-export,password,69.16,"login,read,read,logout",Android-14/ARM64|3b:ce:00:ec:d3:1b,normal
USR-0172,user,2024-01-17T08:47:40,14.99.185.142,AP-South,/api/configs,token,66.03,"login,view,logout",iOS-17.2/ARM64|87:bb:ce:bb:17:cd,normal
USR-0022,user,2024-01-17T08:59:20,74.216.249.40,AP-South,/api/health,sso,65.02,"login,upload,verify,logout",RHEL-9.3/x86_64|54:c2:01:c7:87:e8,normal
DEV-0026,edge_device,2024-01-17T09:05:11,160.51.37.138,AP-East,/api/reports,certificate,126.67,"login,read,read,logout",Ubuntu-22.04/x86_64|99:ea:a1:25:04:ea,normal
SVC-0187,service_account,2024-01-17T09:06:24,146.54.171.73,AP-South,/storage/delete,password,121.73,"login,search,view,logout",macOS-14.2/ARM64|fd:5f:94:13:04:98,normal
SVC-0098,service_account,2024-01-17T09:10:26,7.167.113.166,ME-Central,/storage/delete,biometric,8.81,"login,upload,verify,logout",ChromeOS-120/x86_64|86:c3:be:37:77:f1,normal
DEV-0161,edge_device,2024-01-17T09:17:19,175.176.65.225,AP-East,/api/settings,sso,86.32,"connect,heartbeat,disconnect",FW-EdgeOS-3.1|25:40:a2:25:e6:ee,normal
DEV-0165,edge_device,2024-01-17T09:19:56,165.154.247.63,AP-South,/storage/delete,certificate,60.02,"login,search,view,logout",IoT-RTOS-2.4|87:6b:d5:0f:fe:94,normal
USR-0150,user,2024-01-17T09:20:01,48.254.254.95,CA-Central,/api/admin,token,36.15,"login,search,view,logout",iOS-17.2/ARM64|bc:df:cc:e1:c5:ad,normal
DEV-0006,edge_device,2024-01-17T09:37:51,98.138.112.176,AP-East,/db/admin,certificate,54.21,"login,read,read,logout",ChromeOS-120/x86_64|88:24:57:7d:53:ec,normal
SVC-0189,service_account,2024-01-17T09:39:15,157.207.218.132,EU-West,/api/payments,certificate,90.21,"connect,heartbeat,disconnect",Ubuntu-22.04/x86_64|5f:07:ac:97:62:59,normal
USR-0022,user,2024-01-17T09:41:09,74.216.249.40,AP-South,/db/admin,sso,68.26,"login,search,view,logout",RHEL-9.3/x86_64|54:c2:01:c7:87:e8,normal
SVC-0017,service_account,2024-01-17T09:44:54,186.242.124.201,US-West,/api/payments,password,48.26,"login,upload,verify,logout",FW-EdgeOS-3.1|24:79:8e:f8:6d:43,normal
SVC-0048,service_account,2024-01-17T09:49:08,214.215.199.232,US-East,/api/reports,sso,82.76,"login,upload,verify,logout",macOS-14.2/ARM64|d0:a9:ee:d4:1f:69,normal
SVC-0186,service_account,2024-01-17T09:55:42,215.90.18.215,SA-East,/api/audit,password,36.05,"login,upload,verify,logout",ChromeOS-120/x86_64|1e:2d:76:13:59:d5,normal
USR-0132,user,2024-01-17T10:02:30,80.192.168.209,AP-South,/network/vpn,token,42.82,"login,view,logout",Ubuntu-22.04/x86_64|48:b3:9e:c8:42:2b,normal
SVC-0186,service_account,2024-01-17T10:09:56,215.90.18.215,SA-East,/api/deploy,password,38.66,"login,read,read,logout",ChromeOS-120/x86_64|1e:2d:76:13:59:d5,normal
DEV-0171,edge_device,2024-01-17T10:10:35,74.4.55.111,EU-Central,/api/data-export,certificate,74.21,"login,upload,verify,logout",FW-EdgeOS-3.1|b4:18:19:90:fd:f0,normal
DEV-0139,edge_device,2024-01-17T10:25:08,7.212.27.102,CA-Central,/ssh/connect,biometric,139.56,"login,read,read,logout",Windows-11/22H2|4b:df:2e:71:e6:b2,normal
USR-0133,user,2024-01-17T10:29:31,47.109.174.243,EU-West,/api/health,token,64.47,"login,search,view,logout",FW-EdgeOS-3.1|2f:d8:b9:09:b9:9e,normal
DEV-0192,edge_device,2024-01-17T10:30:03,177.60.151.95,AP-South,/storage/upload,password,27.31,"login,search,view,logout",Android-14/ARM64|3c:ee:9d:51:cf:9f,normal
SVC-0177,service_account,2024-01-17T10:30:04,44.194.75.211,AF-South,/api/health,certificate,126.19,"connect,heartbeat,disconnect",ChromeOS-120/x86_64|0d:f2:87:74:1a:f5,normal
SVC-0169,service_account,2024-01-17T10:34:51,196.81.255.132,CA-Central,/api/reports,biometric,102.78,"connect,heartbeat,disconnect",Windows-11/22H2|d6:7f:51:a7:a0:61,normal
USR-0172,user,2024-01-17T10:38:50,14.99.185.142,AP-South,/api/payments,biometric,50.09,"login,view,logout",iOS-17.2/ARM64|87:bb:ce:bb:17:cd,normal
USR-0089,user,2024-01-17T10:52:06,111.74.125.136,EU-West,/api/configs,password,105.04,"login,escalate,view,modify,logout",ChromeOS-120/x86_64|17:a6:1c:96:b7:bf,insider_drift
USR-0132,user,2024-01-17T10:54:13,80.192.168.209,AP-South,/network/scan,token,55.17,"login,upload,verify,logout",Ubuntu-22.04/x86_64|48:b3:9e:c8:42:2b,normal
USR-0025,user,2024-01-17T10:55:02,68.202.67.172,AF-South,/storage/upload,password,63.41,"login,upload,verify,logout",iOS-17.2/ARM64|d6:a1:85:68:a0:7a,normal
SVC-0047,service_account,2024-01-17T11:03:17,178.78.109.17,SA-East,/api/users,biometric,37.74,"connect,heartbeat,disconnect",ChromeOS-120/x86_64|a3:29:46:4d:76:c4,normal
USR-0150,user,2024-01-17T11:11:25,48.254.254.95,CA-Central,/api/settings,token,29.07,"login,search,view,logout",iOS-17.2/ARM64|bc:df:cc:e1:c5:ad,normal
SVC-0173,service_account,2024-01-17T11:13:46,25.201.191.204,EU-West,/network/firewall,biometric,10.64,"login,upload,verify,logout",FW-EdgeOS-3.1|25:c5:e6:8f:3c:41,normal
SVC-0018,service_account,2024-01-17T11:16:58,109.210.239.222,ME-Central,/api/deploy,password,98.1,"login,view,logout",ChromeOS-120/x86_64|d0:61:30:31:dc:b5,normal
USR-0066,user,2024-01-17T11:22:59,164.251.52.224,ME-Central,/storage/download,biometric,82.31,"login,read,read,logout",RHEL-9.3/x86_64|40:8c:17:1b:95:40,normal
DEV-0154,edge_device,2024-01-17T11:24:57,93.196.16.155,US-West,/api/data-export,biometric,90.0,"login,read,read,logout",Ubuntu-22.04/x86_64|e0:11:40:22:78:bb,normal
USR-0153,user,2024-01-17T11:33:18,94.81.15.37,ME-Central,/api/tokens,token,20.98,"connect,heartbeat,disconnect",FW-EdgeOS-3.1|b4:de:8c:1d:26:cf,normal
SVC-0105,service_account,2024-01-17T11:34:48,203.121.165.5,ME-Central,/network/scan,biometric,52.81,"connect,heartbeat,disconnect",iOS-17.2/ARM64|59:38:0d:43:07:b7,normal
USR-0077,user,2024-01-17T11:38:40,117.45.161.65,EU-West,/api/payments,biometric,70.11,"login,read,read,logout",Android-14/ARM64|a8:d2:fd:93:cd:12,normal
SVC-0197,service_account,2024-01-17T11:40:18,12.216.176.180,US-West,/api/users,sso,80.89,"login,upload,verify,logout",ChromeOS-120/x86_64|0b:ca:82:01:6f:25,normal
USR-0150,user,2024-01-17T11:47:04,48.254.254.95,CA-Central,/api/reports,token,35.88,"login,view,logout",iOS-17.2/ARM64|bc:df:cc:e1:c5:ad,normal
SVC-0173,service_account,2024-01-17T11:53:00,25.201.191.204,US-East,/network/firewall,biometric,8.54,"login,read,read,logout",FW-EdgeOS-3.1|25:c5:e6:8f:3c:41,normal
DEV-0163,edge_device,2024-01-17T12:04:26,163.140.64.161,AF-South,/network/vpn,token,6.74,"login,upload,verify,logout",Windows-11/22H2|73:b1:91:28:80:64,normal
SVC-0145,service_account,2024-01-17T12:05:27,121.22.198.252,US-East,/api/payments,certificate,5.93,"login,upload,verify,logout",IoT-RTOS-2.4|5f:2b:b8:22:0a:c7,normal
USR-0099,user,2024-01-17T12:07:06,10.155.252.30,US-West,/api/configs,biometric,104.18,"login,upload,verify,logout",Ubuntu-22.04/x86_64|ed:9a:d1:3b:47:17,normal
USR-0034,user,2024-01-17T12:15:20,210.235.179.79,EU-Central,/db/admin,token,92.26,"login,read,read,logout",Ubuntu-22.04/x86_64|37:c3:13:f0:71:66,normal
DEV-0196,edge_device,2024-01-17T12:19:25,145.29.236.173,SA-East,/storage/upload,certificate,18.19,"login,upload,verify,logout",Ubuntu-22.04/x86_64|e4:1c:e8:43:d4:e9,normal
DEV-0088,edge_device,2024-01-17T12:24:38,114.85.153.232,SA-East,/api/settings,sso,63.62,"login,search,view,logout",Ubuntu-22.04/x86_64|93:74:2e:de:32:33,normal
SVC-0190,service_account,2024-01-17T12:29:40,83.127.3.67,US-West,/api/admin,certificate,72.48,"login,read,read,logout",macOS-14.2/ARM64|2c:cd:30:5e:47:f4,normal
SVC-0148,service_account,2024-01-17T12:31:33,81.158.203.254,US-East,/api/deploy,certificate,68.33,"login,view,logout",FW-EdgeOS-3.1|12:96:67:16:66:15,normal
DEV-0107,edge_device,2024-01-17T12:36:18,165.15.31.123,AP-South,/api/settings,certificate,81.43,"login,upload,verify,logout",Ubuntu-22.04/x86_64|37:e7:71:16:9a:ea,normal
USR-0099,user,2024-01-17T12:53:38,10.155.252.30,US-West,/api/configs,biometric,96.37,"login,view,logout",Ubuntu-22.04/x86_64|ed:9a:d1:3b:47:17,normal
USR-0168,user,2024-01-17T13:23:35,25.25.148.243,SA-East,/api/reports,certificate,27.68,"login,search,view,logout",RHEL-9.3/x86_64|ee:3e:88:e6:7e:48,normal
SVC-0173,service_account,2024-01-17T13:26:27,25.201.191.204,US-East,/api/reports,biometric,9.19,"login,read,read,logout",FW-EdgeOS-3.1|25:c5:e6:8f:3c:41,normal
SVC-0128,service_account,2024-01-17T13:27:22,116.96.164.155,AP-East,/ssh/connect,certificate,97.24,"login,upload,verify,logout",FW-EdgeOS-3.1|92:27:2e:c4:ec:15,normal
SVC-0113,service_account,2024-01-17T13:28:51,58.55.179.217,US-East,/db/read,biometric,49.86,"login,read,read,logout",RHEL-9.3/x86_64|9f:b4:35:6c:4f:f6,normal
USR-0198,user,2024-01-17T13:32:05,47.69.215.96,AF-South,/db/write,password,7.16,"login,view,logout",iOS-17.2/ARM64|1e:23:f1:10:92:d1,normal
DEV-0088,edge_device,2024-01-17T13:38:16,114.85.153.232,SA-East,/storage/upload,sso,32.29,"login,search,view,logout",Ubuntu-22.04/x86_64|93:74:2e:de:32:33,normal
USR-0066,user,2024-01-17T13:51:03,164.251.52.224,ME-Central,/db/admin,biometric,93.65,"login,upload,verify,logout",RHEL-9.3/x86_64|40:8c:17:1b:95:40,normal
DEV-0160,edge_device,2024-01-17T13:53:12,135.210.209.211,AP-South,/db/write,sso,40.09,"login,search,view,logout",Ubuntu-22.04/x86_64|42:2c:21:9e:cb:f5,normal
DEV-0195,edge_device,2024-01-17T13:54:38,175.105.250.24,EU-West,/api/payments,sso,9.82,"connect,heartbeat,disconnect",FW-EdgeOS-3.1|67:4c:54:a7:e2:3b,normal
